x,y,z,t
-448.0,320.0,-1152.0,jump
15744.0,14528.0,-8320.0,jump
-8384.0,-4544.0,2624.0,jump
-2432.0,-5184.0,1728.0,jump
-2048.0,-3776.0,1536.0,jump
-3392.0,-2368.0,1216.0,jump
3328.0,2368.0,-1408.0,jump
14080.0,14016.0,-5760.0,jump
-9472.0,-7744.0,2112.0,jump
-2112.0,-4736.0,3840.0,jump
-3072.0,-2752.0,2368.0,jump
-3136.0,-1600.0,704.0,jump
9984.0,6912.0,-3776.0,jump
11072.0,11968.0,-8768.0,jump
-17216.0,-7872.0,6272.0,jump
-576.0,-6016.0,2368.0,jump
-2240.0,-3584.0,2368.0,jump
-640.0,-1600.0,1152.0,jump
16000.0,8832.0,-6080.0,jump
7616.0,6912.0,-3904.0,jump
-14720.0,-5760.0,6080.0,jump
-4736.0,-6272.0,1920.0,jump
-3264.0,-2816.0,1984.0,jump
1408.0,704.0,-1024.0,jump
14592.0,14848.0,-4992.0,jump
-2624.0,-3840.0,-704.0,jump
-8320.0,-5120.0,4928.0,jump
-1984.0,-4160.0,1600.0,jump
-3392.0,-2432.0,64.0,jump
3904.0,1920.0,-2304.0,jump
13632.0,14336.0,-3968.0,jump
-10880.0,-9216.0,2560.0,jump
-1600.0,-3840.0,2176.0,jump
-3264.0,-2048.0,1920.0,jump
-1664.0,-1408.0,704.0,jump
11968.0,6656.0,-4736.0,jump
9536.0,11968.0,-6784.0,jump
-14080.0,-13504.0,4032.0,jump
-960.0,-1856.0,3200.0,jump
-4288.0,-2368.0,2112.0,jump
-1216.0,-1728.0,1280.0,jump
14784.0,9728.0,-5120.0,jump
7744.0,9280.0,-5952.0,jump
-19584.0,-10496.0,3968.0,jump
-1472.0,-7040.0,3200.0,jump
-2048.0,-1536.0,1280.0,jump
320.0,192.0,-64.0,jump
15168.0,15552.0,-64.0,jump
7040.0,7552.0,-2624.0,jump
-16832.0,-12096.0,5312.0,jump
-3328.0,-7424.0,-832.0,jump
14144.0,13760.0,-640.0,jump
-3968.0,-320.0,768.0,jump
-8576.0,-9344.0,832.0,jump
-1024.0,-5184.0,-192.0,jump
-2496.0,-1984.0,64.0,jump
5504.0,8320.0,-5248.0,jump
-3328.0,-6848.0,3584.0,jump
-960.0,-1792.0,1856.0,jump
-256.0,832.0,-576.0,jump
14592.0,15040.0,-6016.0,jump
-960.0,-960.0,-128.0,jump
-12672.0,-9344.0,6400.0,jump
-1024.0,-3584.0,384.0,jump
-3008.0,-1088.0,192.0,jump
6784.0,4800.0,-2752.0,jump
12864.0,12864.0,-3264.0,jump
-4736.0,-4224.0,2112.0,jump
-9856.0,-7360.0,3008.0,jump
-1152.0,-3008.0,1152.0,jump
-1344.0,-2048.0,576.0,jump
10752.0,11968.0,-4544.0,jump
9472.0,7552.0,-8128.0,jump
-15104.0,-14144.0,5568.0,jump
-3904.0,-5440.0,3392.0,jump
-1152.0,-1856.0,960.0,jump
1792.0,1984.0,0.0,jump
13824.0,14592.0,2624.0,jump
64.0,2496.0,-2496.0,jump
-13568.0,-11456.0,2048.0,jump
-1408.0,-4672.0,640.0,jump
-2176.0,-2368.0,192.0,jump
8576.0,8768.0,1408.0,jump
11264.0,11008.0,-1600.0,jump
-8896.0,-8192.0,-2176.0,jump
-8064.0,-6976.0,1216.0,jump
-1920.0,-3776.0,832.0,jump
576.0,-1536.0,-256.0,jump
10816.0,9856.0,-4416.0,jump
9152.0,7360.0,-7872.0,jump
-14848.0,-12224.0,5120.0,jump
-5120.0,-1920.0,3712.0,jump
4288.0,1024.0,-1216.0,jump
12224.0,13312.0,-2880.0,jump
1664.0,-3008.0,-2432.0,jump
-14784.0,-10112.0,5184.0,jump
-2624.0,-2816.0,1664.0,jump
192.0,-576.0,832.0,jump
7552.0,7936.0,-3520.0,jump
384.0,2624.0,-2880.0,jump
-6784.0,-5184.0,5184.0,jump
-2624.0,-5312.0,1792.0,jump
960.0,768.0,960.0,jump
11840.0,14912.0,-6080.0,jump
8768.0,6912.0,-4032.0,jump
-17088.0,-16320.0,5440.0,jump
-2624.0,-4992.0,3072.0,jump
-1472.0,-1472.0,1536.0,jump
576.0,640.0,-192.0,jump
14720.0,15232.0,-2624.0,jump
2688.0,4096.0,-1472.0,jump
-15296.0,-12608.0,2368.0,jump
-2496.0,-6464.0,1344.0,jump
-576.0,-2432.0,1216.0,jump
3712.0,5888.0,-576.0,jump
13248.0,12928.0,-1792.0,jump
-3136.0,-4096.0,-2880.0,jump
-11264.0,-8512.0,2048.0,jump
-2432.0,-3584.0,1216.0,jump
-896.0,-192.0,1152.0,jump
10240.0,8960.0,-3520.0,jump
10176.0,10368.0,-5376.0,jump
-12480.0,-11584.0,2304.0,jump
-7040.0,-7872.0,6080.0,jump
448.0,-1152.0,128.0,jump
13056.0,11712.0,-768.0,jump
8256.0,9856.0,-5888.0,jump
-13824.0,-10688.0,2432.0,jump
-8192.0,-10368.0,5568.0,jump
-640.0,-1280.0,-64.0,jump
13248.0,13696.0,832.0,jump
8704.0,8832.0,-4288.0,jump
-14592.0,-15360.0,0.0,jump
-4160.0,-3904.0,1664.0,jump
-2048.0,-1088.0,1408.0,jump
-128.0,192.0,64.0,jump
14720.0,14528.0,704.0,jump
7296.0,4928.0,-2752.0,jump
-16576.0,-14592.0,-192.0,jump
-4224.0,-4736.0,960.0,jump
-2048.0,-1984.0,960.0,jump
4096.0,4032.0,-1408.0,jump
13440.0,13568.0,1472.0,jump
-4544.0,-2240.0,-512.0,jump
-10496.0,-9408.0,512.0,jump
-2560.0,-4480.0,576.0,jump
320.0,192.0,384.0,jump
11072.0,11264.0,-576.0,jump
9792.0,9024.0,-3776.0,jump
-10816.0,-9472.0,-640.0,jump
-7872.0,-5952.0,3456.0,jump
-1408.0,-4224.0,448.0,jump
576.0,-896.0,576.0,jump
14656.0,14720.0,-1472.0,jump
7232.0,7424.0,-3776.0,jump
-18048.0,-15552.0,2240.0,jump
-2624.0,-4352.0,832.0,jump
-1600.0,-2816.0,1280.0,jump
2560.0,1664.0,-768.0,jump
13184.0,14336.0,4096.0,jump
-768.0,3328.0,-64.0,jump
-13760.0,-12224.0,-1984.0,jump
-1792.0,-5312.0,-704.0,jump
-704.0,-3008.0,640.0,jump
7872.0,4992.0,384.0,jump
11200.0,13248.0,4736.0,jump
-8320.0,-6592.0,-4800.0,jump
-10240.0,-9344.0,704.0,jump
-1408.0,-2048.0,-1664.0,jump
1664.0,384.0,-320.0,jump
14720.0,9152.0,-1664.0,jump
7808.0,9664.0,-1664.0,jump
-14400.0,-9664.0,192.0,jump
-8064.0,-5056.0,2880.0,jump
16576.0,11328.0,-448.0,jump
4032.0,3264.0,-4608.0,jump
-17856.0,-11776.0,2304.0,jump
-2432.0,-4736.0,1728.0,jump
-2240.0,-1344.0,256.0,jump
5376.0,4992.0,192.0,jump
12992.0,12544.0,2112.0,jump
-6208.0,-6848.0,-1088.0,jump
-7424.0,-6144.0,1024.0,jump
-3264.0,-3648.0,-1152.0,jump
1024.0,128.0,512.0,jump
14528.0,8256.0,-1920.0,jump
7552.0,9728.0,-3200.0,jump
-15616.0,-13440.0,512.0,jump
-5824.0,-3840.0,2560.0,jump
-2304.0,-1920.0,1344.0,jump
1344.0,0.0,-256.0,jump
14976.0,13248.0,-5696.0,jump
704.0,8384.0,320.0,jump
-14400.0,-12352.0,3072.0,jump
-1344.0,-6976.0,960.0,jump
-2240.0,-2176.0,3392.0,jump
8192.0,3840.0,-5888.0,jump
11776.0,13376.0,-512.0,jump
-4992.0,-7296.0,1024.0,jump
-10624.0,-6720.0,960.0,jump
-1984.0,-2880.0,1856.0,jump
-640.0,-832.0,384.0,jump
11008.0,7104.0,-4288.0,jump
9344.0,11776.0,-1984.0,jump
-15360.0,-11648.0,2112.0,jump
-4736.0,-5184.0,4608.0,jump
-1536.0,-1152.0,-128.0,jump
2368.0,1344.0,-1088.0,jump
14720.0,14272.0,-1024.0,jump
128.0,1536.0,-1792.0,jump
-13248.0,-10624.0,1536.0,jump
-1664.0,-3840.0,2432.0,jump
-1728.0,-2752.0,128.0,jump
15168.0,8000.0,-2304.0,jump
8000.0,11008.0,-3392.0,jump
-15808.0,-13888.0,768.0,jump
-6144.0,-5184.0,2176.0,jump
-896.0,-576.0,1664.0,jump
1280.0,896.0,448.0,jump
14528.0,14080.0,1472.0,jump
5440.0,5696.0,-3648.0,jump
-18176.0,-10112.0,896.0,jump
-2432.0,-7360.0,1472.0,jump
-64.0,-2880.0,704.0,jump
4800.0,4736.0,-1024.0,jump
12032.0,12800.0,448.0,jump
-5568.0,-1344.0,-320.0,jump
-10496.0,-10112.0,768.0,jump
-1152.0,-4864.0,832.0,jump
896.0,-3264.0,-704.0,jump
8832.0,14144.0,1088.0,jump
10240.0,8896.0,-128.0,jump
-10816.0,-10560.0,-1856.0,jump
-8704.0,-7360.0,1536.0,jump
-1088.0,-2944.0,-256.0,jump
2432.0,1600.0,512.0,jump
9984.0,14464.0,-4992.0,jump
3648.0,2112.0,-4800.0,jump
-11712.0,-10048.0,3648.0,jump
-3392.0,-4544.0,3840.0,jump
128.0,-3264.0,960.0,jump
5184.0,2496.0,-2176.0,jump
12288.0,13440.0,64.0,jump
-4864.0,-1856.0,-576.0,jump
-11840.0,-9344.0,1408.0,jump
-2048.0,-4480.0,960.0,jump
384.0,-768.0,448.0,jump
15296.0,12928.0,-3840.0,jump
6912.0,8768.0,-2496.0,jump
-18176.0,-12928.0,1664.0,jump
-3840.0,-6336.0,2688.0,jump
512.0,-3200.0,1984.0,jump
6016.0,2560.0,-576.0,jump
12096.0,14464.0,1664.0,jump
-5056.0,-3392.0,-1536.0,jump
-11136.0,-8576.0,-192.0,jump
-1856.0,-3840.0,320.0,jump
-704.0,-768.0,64.0,jump
13824.0,6144.0,-1536.0,jump
8512.0,9344.0,-512.0,jump
-14464.0,-7168.0,-320.0,jump
-8064.0,-5056.0,1728.0,jump
64.0,-896.0,192.0,jump
7808.0,832.0,-2112.0,jump
11584.0,10176.0,-3584.0,jump
-9152.0,-4352.0,2176.0,jump
-9536.0,-5376.0,2432.0,jump
-1408.0,-1984.0,768.0,jump
1728.0,-1088.0,-448.0,jump
13696.0,7360.0,-2176.0,jump
7872.0,8960.0,-1408.0,jump
-14656.0,-9728.0,1600.0,jump
-6976.0,-5120.0,2176.0,jump
448.0,-2176.0,1280.0,jump
576.0,-576.0,-1152.0,jump
14208.0,10368.0,-2368.0,jump
7552.0,4608.0,-1472.0,jump
-16384.0,-9920.0,2496.0,jump
-5568.0,-2688.0,1920.0,jump
-320.0,-1792.0,448.0,jump
7232.0,3840.0,-448.0,jump
11008.0,13632.0,-64.0,jump
-4736.0,-4288.0,-1088.0,jump
-11968.0,-9088.0,1920.0,jump
-2304.0,-3008.0,-256.0,jump
960.0,-384.0,448.0,jump
14080.0,13120.0,1920.0,jump
7104.0,8384.0,-2368.0,jump
-16896.0,-14208.0,-768.0,jump
-5248.0,-4736.0,640.0,jump
-192.0,-2112.0,960.0,jump
5632.0,3008.0,256.0,jump
12288.0,13376.0,1344.0,jump
-5312.0,-768.0,-1600.0,jump
-11392.0,-9920.0,-192.0,jump
-320.0,-4160.0,2240.0,jump
768.0,-832.0,-1152.0,jump
10240.0,11584.0,-1280.0,jump
9280.0,7680.0,-4672.0,jump
-12928.0,-12096.0,-192.0,jump
-6592.0,-6208.0,3136.0,jump
-1216.0,-2368.0,896.0,jump
5952.0,2560.0,-2176.0,jump
12160.0,13824.0,1088.0,jump
1216.0,1152.0,-1344.0,jump
-14592.0,-13504.0,704.0,jump
-4544.0,-3968.0,3008.0,jump
768.0,-1984.0,192.0,jump
7296.0,6912.0,-640.0,jump
4736.0,7296.0,-2816.0,jump
-11520.0,-8064.0,1984.0,jump
-2432.0,-3584.0,1216.0,jump
3520.0,-576.0,128.0,jump
13440.0,11520.0,-2368.0,jump
1664.0,1024.0,-2112.0,jump
-15360.0,-8192.0,1728.0,jump
-3200.0,-2624.0,448.0,jump
704.0,-64.0,192.0,jump
20736.0,11264.0,-4224.0,jump
-9792.0,-5568.0,-256.0,jump
-9344.0,-3584.0,2240.0,jump
-3008.0,-1792.0,1280.0,jump
896.0,-896.0,960.0,jump
15488.0,-1536.0,-2368.0,jump
1792.0,1536.0,-4160.0,jump
-13952.0,-640.0,2944.0,jump
-5120.0,1088.0,1536.0,jump
0.0,-1792.0,1792.0,jump
16128.0,6720.0,-2560.0,jump
8320.0,9216.0,-5824.0,jump
-17280.0,-10240.0,4800.0,jump
-3200.0,-4288.0,4096.0,jump
-1920.0,-960.0,384.0,jump
7104.0,1856.0,-1664.0,jump
11392.0,14080.0,-4224.0,jump
-9664.0,-6592.0,1984.0,jump
-8064.0,-4352.0,2432.0,jump
-1472.0,-3072.0,704.0,jump
2432.0,-1600.0,192.0,jump
14336.0,8000.0,-3840.0,jump
704.0,-768.0,-896.0,jump
-12992.0,-4864.0,2624.0,jump
-4992.0,-2624.0,1408.0,jump
-512.0,-1280.0,1280.0,jump
16192.0,6208.0,-1856.0,jump
8000.0,11712.0,-768.0,jump
-10240.0,-7232.0,-384.0,jump
-10048.0,-5568.0,1664.0,jump
-2880.0,-2560.0,1152.0,jump
1856.0,-1664.0,64.0,jump
14656.0,8000.0,-5696.0,jump
576.0,1472.0,-2112.0,jump
-18048.0,-3840.0,2176.0,jump
-3136.0,-3072.0,3072.0,jump
3072.0,-2496.0,1024.0,jump
16192.0,3008.0,-2240.0,jump
8000.0,8512.0,-3200.0,jump
-16384.0,-4736.0,3072.0,jump
-5888.0,-4032.0,1920.0,jump
-384.0,-1984.0,1408.0,jump
1984.0,-1792.0,640.0,jump
14464.0,9280.0,-3072.0,jump
5888.0,-704.0,-2752.0,jump
-16960.0,-6208.0,3264.0,jump
-6336.0,-3456.0,2304.0,jump
10432.0,5056.0,-1984.0,jump
10432.0,11584.0,-5632.0,jump
-3456.0,-7808.0,-960.0,jump
-12416.0,-4480.0,4544.0,jump
-2112.0,-1216.0,2368.0,jump
192.0,-2048.0,1088.0,jump
14016.0,7296.0,-448.0,jump
7104.0,4288.0,-5312.0,jump
-13312.0,-5632.0,2496.0,jump
-7616.0,-3072.0,1792.0,jump
-2048.0,-1664.0,1600.0,jump
4160.0,1600.0,-1728.0,jump
13120.0,14464.0,-2944.0,jump
-1408.0,-2432.0,-320.0,jump
-12416.0,-7680.0,4032.0,jump
-2304.0,-3776.0,2752.0,jump
512.0,-1536.0,-576.0,jump
14336.0,5760.0,-3136.0,jump
7168.0,7232.0,-3392.0,jump
-15232.0,-7168.0,2752.0,jump
-6336.0,-4416.0,1920.0,jump
-1664.0,-3008.0,1664.0,jump
2688.0,1984.0,640.0,jump
11648.0,14592.0,-5888.0,jump
3264.0,-448.0,-1216.0,jump
-11968.0,-9216.0,4480.0,jump
-4608.0,-3840.0,1344.0,jump
-384.0,-1856.0,640.0,jump
9600.0,5184.0,-1024.0,jump
9984.0,7744.0,-4992.0,jump
-5568.0,-4352.0,512.0,jump
-11840.0,-6464.0,3072.0,jump
-2368.0,-2304.0,1984.0,jump
1792.0,576.0,-448.0,jump
10816.0,11008.0,-3200.0,jump
3584.0,1152.0,-4672.0,jump
-12480.0,-6784.0,3904.0,jump
-4288.0,-4096.0,3264.0,jump
-768.0,-2048.0,1216.0,jump
11136.0,4544.0,-2240.0,jump
9984.0,8704.0,-832.0,jump
-2304.0,-1856.0,-768.0,jump
-13888.0,-7360.0,3520.0,jump
-3776.0,-2240.0,384.0,jump
0.0,-1984.0,640.0,jump
10048.0,4160.0,-1344.0,jump
9920.0,12672.0,1600.0,jump
-7040.0,-6016.0,-2752.0,jump
-10240.0,-7424.0,2752.0,jump
-3456.0,-3520.0,896.0,jump
3840.0,896.0,-1088.0,jump
11840.0,9664.0,-3136.0,jump
7808.0,2816.0,-5248.0,jump
-15488.0,-6976.0,3904.0,jump
-5376.0,-2688.0,2176.0,jump
-768.0,-2816.0,256.0,jump
3456.0,832.0,-1344.0,jump
12800.0,14528.0,-1600.0,jump
-64.0,-2752.0,-2304.0,jump
-13184.0,-9600.0,3008.0,jump
-2944.0,-1408.0,2496.0,jump
576.0,-1984.0,1152.0,jump
9536.0,7104.0,448.0,jump
9600.0,11520.0,-2624.0,jump
-6208.0,-5760.0,192.0,jump
-11008.0,-7552.0,2688.0,jump
-2688.0,-3328.0,576.0,jump
64.0,-1664.0,0.0,jump
13952.0,11584.0,-1856.0,jump
6080.0,64.0,-3840.0,jump
-14080.0,-7872.0,1792.0,jump
-5568.0,-2048.0,2688.0,jump
-1344.0,-1152.0,192.0,jump
10368.0,4224.0,-512.0,jump
9920.0,8512.0,-2624.0,jump
-8896.0,-6016.0,320.0,jump
-9088.0,-3136.0,1920.0,jump
-2688.0,-3968.0,-192.0,jump
64.0,-64.0,768.0,jump
15104.0,9920.0,-1792.0,jump
7040.0,3264.0,-2816.0,jump
-16192.0,-10304.0,2368.0,jump
-4672.0,-2496.0,1792.0,jump
-512.0,-1024.0,1280.0,jump
3712.0,2304.0,-1472.0,jump
12736.0,14144.0,-2368.0,jump
-704.0,-3008.0,-1472.0,jump
-14144.0,-8512.0,3008.0,jump
-3136.0,-3968.0,1920.0,jump
-960.0,-704.0,192.0,jump
9472.0,7936.0,-1088.0,jump
11200.0,11136.0,-3200.0,jump
-10240.0,-6208.0,1536.0,jump
-8384.0,-8704.0,1280.0,jump
-832.0,-3328.0,2432.0,jump
192.0,320.0,-640.0,jump
10880.0,7616.0,128.0,jump
10048.0,10048.0,-4224.0,jump
-9664.0,-6848.0,1152.0,jump
-10688.0,-8512.0,1792.0,jump
-1088.0,-2176.0,1408.0,jump
2304.0,-832.0,576.0,jump
8832.0,5568.0,-2304.0,jump
9920.0,9728.0,-3328.0,jump
-10176.0,-7872.0,-320.0,jump
-8832.0,-5888.0,3008.0,jump
-1472.0,-960.0,1472.0,jump
768.0,-64.0,320.0,jump
14848.0,14720.0,512.0,jump
5184.0,1728.0,-2496.0,jump
-14912.0,-12096.0,704.0,jump
-5760.0,-2688.0,512.0,jump
-576.0,-1920.0,0.0,jump
8960.0,3904.0,-3264.0,jump
10944.0,11072.0,-1856.0,jump
-3456.0,-3264.0,128.0,jump
-12928.0,-9600.0,3328.0,jump
-4032.0,-2368.0,1216.0,jump
1152.0,-896.0,576.0,jump
12736.0,5696.0,-1088.0,jump
8640.0,10304.0,-5248.0,jump
-8448.0,-5504.0,2304.0,jump
-12288.0,-7232.0,2752.0,jump
-896.0,-2560.0,1856.0,jump
2112.0,576.0,-448.0,jump
12096.0,5056.0,-1344.0,jump
8128.0,3520.0,-2944.0,jump
-24832.0,-9152.0,3328.0,jump
7552.0,-128.0,640.0,jump
12864.0,10816.0,-4480.0,jump
3456.0,2112.0,-256.0,jump
-17472.0,-6016.0,2816.0,jump
-4672.0,-4800.0,1152.0,jump
1152.0,-1664.0,256.0,jump
13056.0,1280.0,-2496.0,jump
8832.0,5120.0,-2048.0,jump
-15744.0,-3072.0,2752.0,jump
-6272.0,-3456.0,1920.0,jump
2944.0,-1856.0,-256.0,jump
13888.0,6784.0,-5312.0,jump
4544.0,2304.0,448.0,jump
-16448.0,-1984.0,3712.0,jump
-6272.0,-3392.0,448.0,jump
-1088.0,-2368.0,1856.0,jump
11520.0,-512.0,-896.0,jump
10816.0,6656.0,-3392.0,jump
2624.0,960.0,64.0,jump
-15296.0,-5056.0,1856.0,jump
-7488.0,-1856.0,1344.0,jump
-2496.0,-1408.0,1088.0,jump
13632.0,3008.0,-128.0,jump
9664.0,8832.0,-2368.0,jump
-5376.0,-2880.0,-1728.0,jump
-12736.0,-3392.0,1792.0,jump
-3456.0,-2240.0,1920.0,jump
1856.0,-1728.0,768.0,jump
14976.0,512.0,-3584.0,jump
7104.0,512.0,-2048.0,jump
-10048.0,448.0,960.0,jump
-9600.0,-384.0,1856.0,jump
-3776.0,-1472.0,1024.0,jump
3712.0,2304.0,-512.0,jump
13120.0,5568.0,-5824.0,jump
5760.0,-3264.0,-3008.0,jump
-14144.0,-3392.0,4736.0,jump
-6080.0,-1088.0,2560.0,jump
-448.0,-128.0,1984.0,jump
10048.0,896.0,-3648.0,jump
9536.0,5952.0,-5952.0,jump
-6400.0,-576.0,3072.0,jump
-10752.0,-4672.0,5376.0,jump
-3072.0,-896.0,1984.0,jump
3520.0,128.0,-320.0,jump
11200.0,10304.0,-1408.0,jump
4544.0,256.0,-4288.0,jump
-14848.0,-4800.0,1728.0,jump
-5568.0,-4224.0,2368.0,jump
-256.0,-1600.0,1536.0,jump
12352.0,1600.0,-1088.0,jump
9088.0,4736.0,-3904.0,jump
-5376.0,384.0,-192.0,jump
-12544.0,-5312.0,3840.0,jump
-3584.0,-1344.0,1984.0,jump
2624.0,640.0,832.0,jump
10944.0,6848.0,-1600.0,jump
8704.0,2688.0,-5056.0,jump
-10816.0,-4352.0,384.0,jump
-9024.0,-4096.0,4544.0,jump
-1920.0,-960.0,896.0,jump
9600.0,3584.0,-1600.0,jump
10560.0,7424.0,-1728.0,jump
-1216.0,-1600.0,-256.0,jump
-12096.0,-6720.0,1920.0,jump
-5056.0,-3136.0,1344.0,jump
-640.0,-1088.0,1088.0,jump
5760.0,1216.0,-1024.0,jump
11776.0,10304.0,-3584.0,jump
-960.0,0.0,-384.0,jump
-10112.0,-6656.0,1600.0,jump
-5952.0,-3520.0,2048.0,jump
-320.0,-1280.0,768.0,jump
10688.0,4544.0,1408.0,jump
9216.0,6784.0,-3456.0,jump
-9152.0,-2816.0,-384.0,jump
-9088.0,-4992.0,896.0,jump
-1920.0,-2432.0,1856.0,jump
8256.0,2688.0,-576.0,jump
10432.0,12160.0,-2752.0,jump
-2944.0,-2240.0,-1920.0,jump
-12480.0,-10048.0,3136.0,jump
-4672.0,-3968.0,1152.0,jump
1920.0,-1024.0,192.0,jump
11712.0,7424.0,-2048.0,jump
8832.0,2688.0,-1856.0,jump
-9536.0,-1280.0,-1920.0,jump
-9920.0,-5248.0,4288.0,jump
-3136.0,-1472.0,2304.0,jump
4096.0,576.0,-448.0,jump
11904.0,9728.0,-1280.0,jump
7232.0,3648.0,-1344.0,jump
-10752.0,-6208.0,576.0,jump
-9664.0,-6208.0,576.0,jump
-1664.0,-2240.0,2112.0,jump
8192.0,4416.0,-640.0,jump
10944.0,11328.0,-1984.0,jump
-8192.0,-4992.0,1088.0,jump
-8704.0,-7040.0,448.0,jump
-3136.0,-1984.0,768.0,jump
10368.0,2944.0,512.0,jump
10240.0,11264.0,-832.0,jump
-64.0,-1920.0,640.0,jump
-15040.0,-9472.0,-448.0,jump
-6016.0,-3456.0,1472.0,jump
2304.0,-320.0,-1856.0,jump
11328.0,3904.0,-384.0,jump
8640.0,2560.0,-2816.0,jump
-5760.0,-1728.0,-640.0,jump
-12288.0,-3840.0,2432.0,jump
-2560.0,-256.0,1024.0,jump
8704.0,1728.0,-2176.0,jump
10496.0,8256.0,-5184.0,jump
-6272.0,2880.0,2240.0,jump
-10752.0,-7360.0,3136.0,jump
-3520.0,-3584.0,1216.0,jump
1024.0,-3456.0,192.0,jump
14784.0,7680.0,832.0,jump
6976.0,2432.0,-3264.0,jump
-12544.0,-4224.0,128.0,jump
-8448.0,-4096.0,1856.0,jump
-2368.0,-1216.0,1280.0,jump
9664.0,2368.0,-320.0,jump
11136.0,11520.0,-5824.0,jump
-3264.0,256.0,-512.0,jump
-12032.0,-6464.0,3584.0,jump
-6464.0,-4288.0,3008.0,jump
3584.0,-448.0,576.0,jump
14272.0,4160.0,-1792.0,jump
-1024.0,-128.0,-2176.0,jump
-11072.0,-3584.0,1600.0,jump
-2816.0,-2752.0,640.0,jump
-64.0,-1984.0,1664.0,jump
14016.0,13184.0,-384.0,jump
7616.0,4992.0,-4160.0,jump
-12480.0,-6720.0,2240.0,jump
-10560.0,-4992.0,1088.0,jump
-1216.0,-3008.0,896.0,jump
8576.0,-256.0,384.0,jump
11776.0,6656.0,-1024.0,jump
-512.0,64.0,-2368.0,jump
-10432.0,-3392.0,1216.0,jump
-5056.0,-3520.0,256.0,jump
18176.0,9280.0,-3840.0,jump
-5760.0,-1600.0,832.0,jump
-12096.0,-7488.0,2752.0,jump
-2624.0,-2112.0,2176.0,jump
256.0,-1472.0,-960.0,jump
12544.0,5888.0,-1664.0,jump
8768.0,7104.0,-1920.0,jump
-7616.0,-3200.0,-1024.0,jump
-9088.0,-4800.0,1792.0,jump
-1088.0,-3008.0,1920.0,jump
13376.0,11520.0,-1984.0,jump
2304.0,1408.0,-2048.0,jump
-13184.0,-8960.0,1536.0,jump
-6208.0,-3456.0,3072.0,jump
-64.0,-640.0,704.0,jump
11648.0,-640.0,-512.0,jump
9216.0,5312.0,-2176.0,jump
-6464.0,-448.0,128.0,jump
-12416.0,-3776.0,1088.0,jump
-4928.0,-1024.0,1984.0,jump
5312.0,3584.0,-832.0,jump
13696.0,6592.0,-1408.0,jump
7296.0,2624.0,-576.0,jump
-13184.0,-3136.0,1344.0,jump
-10880.0,-3904.0,64.0,jump
-768.0,-2880.0,704.0,jump
14784.0,3072.0,-1728.0,jump
8512.0,6080.0,128.0,jump
-11328.0,-3136.0,576.0,jump
-9216.0,-4160.0,-640.0,jump
-4096.0,-3584.0,960.0,jump
10752.0,6336.0,128.0,jump
10944.0,3904.0,1856.0,jump
-11264.0,-3648.0,-256.0,jump
-8768.0,-5632.0,-640.0,jump
-1152.0,-2048.0,1152.0,jump
11328.0,-3584.0,-448.0,jump
10368.0,1664.0,-2240.0,jump
-8384.0,5184.0,-2624.0,jump
-10880.0,0.0,640.0,jump
-1536.0,-1472.0,1280.0,jump
10048.0,4608.0,-256.0,jump
10688.0,-1408.0,-3200.0,jump
-9408.0,-2560.0,-128.0,jump
-8384.0,-704.0,-192.0,jump
-3136.0,-2240.0,4992.0,jump
9280.0,-1472.0,2944.0,jump
11328.0,5056.0,-7424.0,jump
5632.0,5632.0,3392.0,jump
-11008.0,-1408.0,4544.0,jump
-16576.0,-2432.0,1280.0,jump
-448.0,2048.0,-1792.0,jump
19264.0,3136.0,-3520.0,jump
-12032.0,-8000.0,320.0,jump
-4544.0,-1216.0,512.0,jump
384.0,0.0,640.0,jump
10496.0,3840.0,3648.0,jump
9920.0,8256.0,1472.0,jump
-9472.0,-3776.0,-3328.0,jump
-9344.0,-4928.0,-960.0,jump
-1408.0,-1024.0,-384.0,jump
15104.0,9920.0,1344.0,jump
-8704.0,-5888.0,-4032.0,jump
-7232.0,-4800.0,1984.0,jump
704.0,-1152.0,-448.0,jump
13120.0,8000.0,1088.0,jump
8704.0,6784.0,-640.0,jump
-13184.0,-5760.0,-1088.0,jump
-11264.0,-4224.0,2688.0,jump
5440.0,-3072.0,-2048.0,jump
13888.0,2624.0,-4160.0,jump
3520.0,6336.0,384.0,jump
-13952.0,-7680.0,1152.0,jump
-6208.0,-3328.0,1920.0,jump
-960.0,-1728.0,1472.0,jump
15616.0,7424.0,-1216.0,jump
8064.0,7872.0,-3904.0,jump
-14464.0,-8704.0,2240.0,jump
-9408.0,-4544.0,1408.0,jump
-1408.0,-1472.0,384.0,jump
16576.0,10304.0,576.0,jump
8256.0,7360.0,384.0,jump
-15680.0,-10496.0,320.0,jump
-8576.0,-5760.0,-896.0,jump
1152.0,896.0,768.0,jump
13312.0,9280.0,1408.0,jump
9024.0,3904.0,-2880.0,jump
-13248.0,-8832.0,-832.0,jump
-7424.0,-4928.0,1728.0,jump
-1920.0,-3840.0,192.0,jump
10880.0,4096.0,896.0,jump
10240.0,14208.0,-2432.0,jump
-9856.0,-4864.0,448.0,jump
-10176.0,-8640.0,1600.0,jump
-1024.0,-896.0,832.0,jump
5632.0,-1024.0,128.0,jump
12672.0,12672.0,-2880.0,jump
1856.0,1408.0,-1088.0,jump
-14016.0,-7552.0,1280.0,jump
